,Week,Applications
2148,2017-03-06/2017-03-12,7102
2149,2017-03-13/2017-03-19,5496
2150,2017-03-20/2017-03-26,7112
2151,2017-03-27/2017-04-02,7098
2152,2017-04-03/2017-04-09,6155
2153,2017-04-10/2017-04-16,7579
2154,2017-04-17/2017-04-23,7602
2155,2017-04-24/2017-04-30,7116
2156,2017-05-01/2017-05-07,7117
2157,2017-05-08/2017-05-14,7113
2158,2017-05-15/2017-05-21,7119
2159,2017-05-22/2017-05-28,7099
2160,2017-05-29/2017-06-04,7189
2161,2017-06-05/2017-06-11,7199
2162,2017-06-12/2017-06-18,7218
2163,2017-06-19/2017-06-25,5791
2164,2017-06-26/2017-07-02,7219
2165,2017-07-03/2017-07-09,7056
2166,2017-07-10/2017-07-16,7371
2167,2017-07-17/2017-07-23,7206
2168,2017-07-24/2017-07-30,4212
2169,2017-07-31/2017-08-06,7208
2170,2017-08-07/2017-08-13,7218
2171,2017-08-14/2017-08-20,7229
2172,2017-08-21/2017-08-27,7207
2173,2017-08-28/2017-09-03,7202
2174,2017-09-04/2017-09-10,7199
2175,2017-09-11/2017-09-17,7216
2176,2017-09-18/2017-09-24,7230
2177,2017-09-25/2017-10-01,5798
2178,2017-10-02/2017-10-08,7218
2179,2017-10-09/2017-10-15,7233
2180,2017-10-16/2017-10-22,7203
2181,2017-10-23/2017-10-29,6837
2182,2017-10-30/2017-11-05,7198
2183,2017-11-06/2017-11-12,6858
2184,2017-11-13/2017-11-19,6879
2185,2017-11-20/2017-11-26,6876
2186,2017-11-27/2017-12-03,6873
2187,2017-12-04/2017-12-10,6884
2188,2017-12-11/2017-12-17,5494
2189,2017-12-18/2017-12-24,4796
2190,2017-12-25/2017-12-31,6841
2191,2018-01-01/2018-01-07,6920
2192,2018-01-08/2018-01-14,6921
2193,2018-01-15/2018-01-21,5591
2194,2018-01-22/2018-01-28,5503
2195,2018-01-29/2018-02-04,6819
2196,2018-02-05/2018-02-11,5505
2197,2018-02-12/2018-02-18,6825
2198,2018-02-19/2018-02-25,6841
2199,2018-02-26/2018-03-04,6869
2200,2018-03-05/2018-03-11,6867
2201,2018-03-12/2018-03-18,5497
2202,2018-03-19/2018-03-25,6834
2203,2018-03-26/2018-04-01,6833
2204,2018-04-02/2018-04-08,6404
2205,2018-04-09/2018-04-15,7030
2206,2018-04-16/2018-04-22,6790
2207,2018-04-23/2018-04-29,6684
2208,2018-04-30/2018-05-06,6817
2209,2018-05-07/2018-05-13,6845
2210,2018-05-14/2018-05-20,6842
2211,2018-05-21/2018-05-27,6634
2212,2018-05-28/2018-06-03,6893
2213,2018-06-04/2018-06-10,6860
2214,2018-06-11/2018-06-17,6879
2215,2018-06-18/2018-06-24,5488
2216,2018-06-25/2018-07-01,6465
2217,2018-07-02/2018-07-08,6531
2218,2018-07-09/2018-07-15,6529
2219,2018-07-16/2018-07-22,7225
2220,2018-07-23/2018-07-29,6554
2221,2018-07-30/2018-08-05,5300
2222,2018-08-06/2018-08-12,6731
2223,2018-08-13/2018-08-19,7035
2224,2018-08-20/2018-08-26,6862
2225,2018-08-27/2018-09-02,7027
2226,2018-09-03/2018-09-09,6976
2227,2018-09-10/2018-09-16,6178
2228,2018-09-17/2018-09-23,4557
2229,2018-09-24/2018-09-30,5465
2230,2018-10-01/2018-10-07,7148
2231,2018-10-08/2018-10-14,6960
2232,2018-10-15/2018-10-21,7162
2233,2018-10-22/2018-10-28,7134
2234,2018-10-29/2018-11-04,6608
2235,2018-11-05/2018-11-11,6653
2236,2018-11-12/2018-11-18,7142
2237,2018-11-19/2018-11-25,7117
2238,2018-11-26/2018-12-02,7077
2239,2018-12-03/2018-12-09,6906
2240,2018-12-10/2018-12-16,5694
2241,2018-12-17/2018-12-23,4942
2242,2018-12-24/2018-12-30,7135
2243,2018-12-31/2019-01-06,7126
2244,2019-01-07/2019-01-13,7161
2245,2019-01-14/2019-01-20,4070
2246,2019-01-21/2019-01-27,5984
2247,2019-01-28/2019-02-03,7144
2248,2019-02-04/2019-02-10,7136
2249,2019-02-11/2019-02-17,5689
2250,2019-02-18/2019-02-24,7172
2251,2019-02-25/2019-03-03,7187
2252,2019-03-04/2019-03-10,7164
2253,2019-03-11/2019-03-17,5887
2254,2019-03-18/2019-03-24,7220
2255,2019-03-25/2019-03-31,7212
2256,2019-04-01/2019-04-07,7286
2257,2019-04-08/2019-04-14,7287
2258,2019-04-15/2019-04-21,7398
2259,2019-04-22/2019-04-28,7321
2260,2019-04-29/2019-05-05,7470
2261,2019-05-06/2019-05-12,7631
2262,2019-05-13/2019-05-19,7581
2263,2019-05-20/2019-05-26,7731
2264,2019-05-27/2019-06-02,8061
2265,2019-06-03/2019-06-09,8069
2266,2019-06-10/2019-06-16,7972
2267,2019-06-17/2019-06-23,6236
2268,2019-06-24/2019-06-30,7999
2269,2019-07-01/2019-07-07,8034
2270,2019-07-08/2019-07-14,8016
2271,2019-07-15/2019-07-21,8004
2272,2019-07-22/2019-07-28,6239
2273,2019-07-29/2019-08-04,6246
2274,2019-08-05/2019-08-11,8014
2275,2019-08-12/2019-08-18,8052
2276,2019-08-19/2019-08-25,7890
2277,2019-08-26/2019-09-01,8276
2278,2019-09-02/2019-09-08,8288
2279,2019-09-09/2019-09-15,8209
2280,2019-09-16/2019-09-22,8159
2281,2019-09-23/2019-09-29,6476
2282,2019-09-30/2019-10-06,8128
2283,2019-10-07/2019-10-13,8161
2284,2019-10-14/2019-10-20,8521
2285,2019-10-21/2019-10-27,7953
2286,2019-10-28/2019-11-03,7976
2287,2019-11-04/2019-11-10,8218
2288,2019-11-11/2019-11-17,8179
2289,2019-11-18/2019-11-24,8156
2290,2019-11-25/2019-12-01,7886
2291,2019-12-02/2019-12-08,7905
2292,2019-12-09/2019-12-15,7901
2293,2019-12-16/2019-12-22,6052
2294,2019-12-23/2019-12-29,5599
2295,2019-12-30/2020-01-05,7886
2296,2020-01-06/2020-01-12,7889
2297,2020-01-13/2020-01-19,5970
2298,2020-01-20/2020-01-26,6149
2299,2020-01-27/2020-02-02,6140
2300,2020-02-03/2020-02-09,7870
2301,2020-02-10/2020-02-16,6126
2302,2020-02-17/2020-02-23,7883
2303,2020-02-24/2020-03-01,7895
2304,2020-03-02/2020-03-08,7877
2305,2020-03-09/2020-03-15,6130
2306,2020-03-16/2020-03-22,7875
2307,2020-03-23/2020-03-29,7867
2308,2020-03-30/2020-04-05,7898
2309,2020-04-06/2020-04-12,7880
2310,2020-04-13/2020-04-19,7872
2311,2020-04-20/2020-04-26,7875
2312,2020-04-27/2020-05-03,7861
2313,2020-05-04/2020-05-10,7879
2314,2020-05-11/2020-05-17,7885
2315,2020-05-18/2020-05-24,7888
2316,2020-05-25/2020-05-31,7882
2317,2020-06-01/2020-06-07,7881
2318,2020-06-08/2020-06-14,7869
2319,2020-06-15/2020-06-21,6148
2320,2020-06-22/2020-06-28,7869
2321,2020-06-29/2020-07-05,7858
2322,2020-07-06/2020-07-12,7890
2323,2020-07-13/2020-07-19,7876
2324,2020-07-20/2020-07-26,6120
2325,2020-07-27/2020-08-02,7859
2326,2020-08-03/2020-08-09,7874
2327,2020-08-10/2020-08-16,7883
2328,2020-08-17/2020-08-23,7860
2329,2020-08-24/2020-08-30,7889
2330,2020-08-31/2020-09-06,7886
2331,2020-09-07/2020-09-13,7879
2332,2020-09-14/2020-09-20,7726
2333,2020-09-21/2020-09-27,7032
2334,2020-09-28/2020-10-04,6316
2335,2020-10-05/2020-10-11,7901
2336,2020-10-12/2020-10-18,7909
2337,2020-10-19/2020-10-25,7902
2338,2020-10-26/2020-11-01,7890
2339,2020-11-02/2020-11-08,7853
2340,2020-11-09/2020-11-15,7873
2341,2020-11-16/2020-11-22,7901
2342,2020-11-23/2020-11-29,7889
2343,2020-11-30/2020-12-06,7942
2344,2020-12-07/2020-12-13,7949
2345,2020-12-14/2020-12-20,6410
2346,2020-12-21/2020-12-27,5179
2347,2020-12-28/2021-01-03,7668
2348,2021-01-04/2021-01-10,7680
2349,2021-01-11/2021-01-17,6143
2350,2021-01-18/2021-01-24,4605
2351,2021-01-25/2021-01-31,7871
2352,2021-02-01/2021-02-07,7878
2353,2021-02-08/2021-02-14,6292
2354,2021-02-15/2021-02-21,7845
2355,2021-02-22/2021-02-28,7881
2356,2021-03-01/2021-03-07,7874
2357,2021-03-08/2021-03-14,6291
2358,2021-03-15/2021-03-21,7654
2359,2021-03-22/2021-03-28,7678
2360,2021-03-29/2021-04-04,7671
2361,2021-04-05/2021-04-11,7469
2362,2021-04-12/2021-04-18,7676
2363,2021-04-19/2021-04-25,7261
2364,2021-04-26/2021-05-02,7262
2365,2021-05-03/2021-05-09,7266
2366,2021-05-10/2021-05-16,7262
2367,2021-05-17/2021-05-23,7281
2368,2021-05-24/2021-05-30,7268
2369,2021-05-31/2021-06-06,7278
2370,2021-06-07/2021-06-13,7272
2371,2021-06-14/2021-06-20,7282
2372,2021-06-21/2021-06-27,5824
2373,2021-06-28/2021-07-04,7203
2374,2021-07-05/2021-07-11,7198
2375,2021-07-12/2021-07-18,7193
2376,2021-07-19/2021-07-25,7262
2377,2021-07-26/2021-08-01,5817
2378,2021-08-02/2021-08-08,7260
2379,2021-08-09/2021-08-15,7290
2380,2021-08-16/2021-08-22,7237
2381,2021-08-23/2021-08-29,7203
2382,2021-08-30/2021-09-05,7219
2383,2021-09-06/2021-09-12,7212
2384,2021-09-13/2021-09-19,7216
2385,2021-09-20/2021-09-26,7194
2386,2021-09-27/2021-10-03,5829
2387,2021-10-04/2021-10-10,6759
2388,2021-10-11/2021-10-17,6963
2389,2021-10-18/2021-10-24,7381
2390,2021-10-25/2021-10-31,6786
2391,2021-11-01/2021-11-07,6791
2392,2021-11-08/2021-11-14,6759
2393,2021-11-15/2021-11-21,6782
2394,2021-11-22/2021-11-28,6814
2395,2021-11-29/2021-12-05,6760
2396,2021-12-06/2021-12-12,6787
2397,2021-12-13/2021-12-19,5533
2398,2021-12-20/2021-12-26,4826
2399,2021-12-27/2022-01-02,6791
2400,2022-01-03/2022-01-09,6809
2401,2022-01-10/2022-01-16,5563
2402,2022-01-17/2022-01-23,5536
2403,2022-01-24/2022-01-30,5744
2404,2022-01-31/2022-02-06,7200
2405,2022-02-07/2022-02-13,5764
2406,2022-02-14/2022-02-20,7187
2407,2022-02-21/2022-02-27,7197
2408,2022-02-28/2022-03-06,7205
2409,2022-03-07/2022-03-13,7201
2410,2022-03-14/2022-03-20,5802
2411,2022-03-21/2022-03-27,7202
2412,2022-03-28/2022-04-03,7200
2413,2022-04-04/2022-04-10,7256
2414,2022-04-11/2022-04-17,7240
2415,2022-04-18/2022-04-24,7268
2416,2022-04-25/2022-05-01,7195
2417,2022-05-02/2022-05-08,7295
2418,2022-05-09/2022-05-15,7282
2419,2022-05-16/2022-05-22,7296
2420,2022-05-23/2022-05-29,7265
2421,2022-05-30/2022-06-05,7277
2422,2022-06-06/2022-06-12,7274
2423,2022-06-13/2022-06-19,7298
2424,2022-06-20/2022-06-26,5875
2425,2022-06-27/2022-07-03,7287
2426,2022-07-04/2022-07-10,7289
2427,2022-07-11/2022-07-17,7264
2428,2022-07-18/2022-07-24,7259
2429,2022-07-25/2022-07-31,4593
2430,2022-08-01/2022-08-07,7265
2431,2022-08-08/2022-08-14,7259
2432,2022-08-15/2022-08-21,7257
2433,2022-08-22/2022-08-28,7269
2434,2022-08-29/2022-09-04,7262
2435,2022-09-05/2022-09-11,7265
2436,2022-09-12/2022-09-18,7308
2437,2022-09-19/2022-09-25,7260
2438,2022-09-26/2022-10-02,5816
2439,2022-10-03/2022-10-09,7268
2440,2022-10-10/2022-10-16,7271
2441,2022-10-17/2022-10-23,8109
2442,2022-10-24/2022-10-30,6439
2443,2022-10-31/2022-11-06,7275
2444,2022-11-07/2022-11-13,7270
2445,2022-11-14/2022-11-20,7271
2446,2022-11-21/2022-11-27,7268
2447,2022-11-28/2022-12-04,7284
2448,2022-12-05/2022-12-11,7282
2449,2022-12-12/2022-12-18,5849
2450,2022-12-19/2022-12-25,5476
2451,2022-12-26/2023-01-01,7271
2452,2023-01-02/2023-01-08,7283
2453,2023-01-09/2023-01-15,7279
2454,2023-01-16/2023-01-22,5908
2455,2023-01-23/2023-01-29,5880
2456,2023-01-30/2023-02-05,7269
2457,2023-02-06/2023-02-12,5882
2458,2023-02-13/2023-02-19,7211
2459,2023-02-20/2023-02-26,7264
2460,2023-02-27/2023-03-05,7272
2461,2023-03-06/2023-03-12,6684
2462,2023-03-13/2023-03-19,5272
2463,2023-03-20/2023-03-26,5798
2464,2023-03-27/2023-04-02,5770
2465,2023-04-03/2023-04-09,5767
2466,2023-04-10/2023-04-16,5786
2467,2023-04-17/2023-04-23,5772
2468,2023-04-24/2023-04-30,6180
2469,2023-05-01/2023-05-07,3839
2470,2023-05-08/2023-05-14,6520
2471,2023-05-15/2023-05-21,6517
2472,2023-05-22/2023-05-28,6873
2473,2023-05-29/2023-06-04,6871
2474,2023-06-05/2023-06-11,6897
2475,2023-06-12/2023-06-18,7171
2476,2023-06-19/2023-06-25,6021
2477,2023-06-26/2023-07-02,7003
2478,2023-07-03/2023-07-09,7004
2479,2023-07-10/2023-07-16,4861
2480,2023-07-17/2023-07-23,6813
2481,2023-07-24/2023-07-30,5664
2482,2023-07-31/2023-08-06,5591
2483,2023-08-07/2023-08-13,7121
2484,2023-08-14/2023-08-20,7693
2485,2023-08-21/2023-08-27,8088
2486,2023-08-28/2023-09-03,7477
2487,2023-09-04/2023-09-10,8078
2488,2023-09-11/2023-09-17,7963
2489,2023-09-18/2023-09-24,7640
2490,2023-09-25/2023-10-01,5538
2491,2023-10-02/2023-10-08,8606
2492,2023-10-09/2023-10-15,7558
2493,2023-10-16/2023-10-22,7921
2494,2023-10-23/2023-10-29,8533
2495,2023-10-30/2023-11-05,5430
2496,2023-11-06/2023-11-12,7607
2497,2023-11-13/2023-11-19,6927
2498,2023-11-20/2023-11-26,7377
2499,2023-11-27/2023-12-03,7385
2500,2023-12-04/2023-12-10,7316
2501,2023-12-11/2023-12-17,5819
2502,2023-12-18/2023-12-24,6124
2503,2023-12-25/2023-12-31,7971
